,companyName,company_offeredRole,Seniority Level,skills_required
8791,Intuit,Data Science,Senior,"['r', 'anomaly', 'statistics', 'unsupervised', 'machine learning', 'algorithms', 'clustering', 'linux', 'phd', 'classification', 'data science', 'supervised', 'etl', 'data mining', 'ms', 'research', 'computer science', 'hive', 'nlp', 'data analysis', 'sql', 'recommender systems', 'python', 'regression']"
8792,DIRECTV,Data Science,Senior,"['professional', 'master', 'r', 'research', 'redshift', 'aws', 'statistics', 'python', 'optimization', 'forecasting']"
8793,Zillow,Data Science,Senior,"['tableau', 'clustering', 'master', 'excel', 'r', 'visualization', 'undergraduate', 'etl', 'data analysis', 'sql', 'statistics', 'python']"
8794,Coding Dojo,Data Science,Senior,"['salesforce', 'professional', 'excel']"
8795,"AMI Group, LLC",Data Science,Senior,"['bachelor', 'data analytics', 'python']"
8796,Confidential,Data Science,Mid,"['agile', 'r', 'senior', 'redshift', 'cloud', 'bachelor', 'aws', 'machine learning', 'spss', 'sas', 'amazon web services', 'looker', 'professional', 'tableau', 'computer science', 'sql', 'snowflake', 'optimization', 'jupyter']"
8797,Whirlpool Corporation,Data Science,Senior,"['master', 'cleaning', 'aws', 'statistics', 'big data', 'machine learning', 'clustering', 'spark', 'classification', 'data science', 'ml', 'amazon web services', 'data mining', 'research', 'biostatistics', 'tableau', 'computer science', 'sql', 'python', 'regression']"
8798,PCAOB,Data Science,Senior,"['r', 'correlation', 'bachelor', 'statistics', 'machine learning', 'natural language processing', 'algorithms', 'mongodb', 'azure', 'classification', 'mysql', 'data science', 'sas', 'docker', 'research', 'algorithm', 'keras', 'visualization', 'time series', 'recommendation systems', 'deep learning', 'sql', 'python', 'pytorch', 'optimization', 'regression']"
8799,Giving Assistant,Data Science,Mid,"['aws', 'statistics', 'big data', 'machine learning', 'algorithms', 'clustering', 'spark', 'hadoop', 'data science', 'ml', 'data mining', 'experimental design', 'computer science', 'deep learning', 'nlp', 'sql', 'snowflake', 'python', 'regression']"
8800,Trust Science Inc.,Data Science,Senior,"['etl', 'master', 'r', 'senior', 'cloud', 'aws', 'statistics', 'big data', 'python', 'jupyter']"
8801,MetLife Legal Plans,Data Science,Senior,"['professional', 'data science', 'tableau', 'sas', 'r', 'matlab', 'perl', 'sql', 'python']"
8802,American Family Insurance,Data Science,Senior,"['natural language processing', 'research', 'senior', 'hypothesis', 'machine learning', 'c', 'deep learning', 'big data', 'pytorch', 'forecasting', 'keras']"
8803,Innovative Precision Health,Data Science,Senior,"['bayesian', 'cloud', 'bachelor', 'aws', 'big data', 'data processing', 'machine learning', 'neural network', 'api', 'ml', 'nosql', 'research', 'data modeling', 'computer science', 'deep learning', 'sql', 'python', 'optimization', 'linux']"
8804,Confidential,Data Science,Senior,"['airflow', 'numpy', 'master', 'bayesian', 'anomaly', 'cluster', 'statistics', 'sequencing', 'machine learning', 'bayes', 'algorithms', 'spark', 'classification', 'phd', 'pandas', 'c', 'data science', 'ms', 'bioinformatics', 'dask', 'postgres', 'data analytics', 'computer science', 'data analysis', 'sql', 'kubernetes', 'python', 'regression']"
8805,Agilon Health,Data Science,Entry,"['data science', 'ml', 'python', 'master', 'ms', 'phd', 'cloud', 'machine learning', 'deep learning', 'nlp', 'aws', 'tensorflow', 'pytorch', 'keras']"
8806,Indeed,Data Science,Senior,"['r', 'julia', 'bachelor', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'data mining', 'research', 'computer science', 'data modeling', 'data analysis', 'sql', 'python']"
8807,FIS Global,Data Science,Senior,"['professional', 'data science', 'r', 'visualization', 'data visualization', 'aws', 'data analysis', 'sql', 'python', 'machine learning']"
8808,Novartis,Data Science,Senior,"['git', 'tableau', 'master', 'r', 'visualization', 'research', 'statistics', 'big data', 'python', 'optimization', 'machine learning']"
8809,Lumen,Data Science,Senior,"['agile', 'r', 'big data', 'rest', 'machine learning', 'javascript', 'object oriented programming', 'caffe', 'spark', 'azure', 'scala', 'hadoop', 'etl', 'algebra', 'java', 'data mining', 'tensorflow', 'hive', 'data analysis', 'sql', 'python']"
8810,Presbyterian Healthcare Services,Data Science,Senior,"['bachelors', 'sas', 'bachelor', 'data analysis', 'sql']"
8811,Liberty Mutual Insurance,Data Science,Senior,"['bachelors', 'data science', 'tableau', 'power bi', 'excel', 'research', 'computer vision', 'nlp', 'powerpoint', 'statistics', 'python']"
8812,Zillow,Data Science,Senior,"['clustering', 'master', 'time series', 'research', 'econometrics', 'cloud', 'machine learning', 'statistics', 'data processing', 'regression']"
8813,Intuit,Data Science,Senior,"['r', 'anomaly', 'statistics', 'unsupervised', 'machine learning', 'algorithms', 'clustering', 'linux', 'phd', 'classification', 'data science', 'supervised', 'etl', 'data mining', 'ms', 'research', 'computer science', 'hive', 'nlp', 'data analysis', 'sql', 'recommender systems', 'python', 'regression']"
8814,Technology Navigators,Data Science,Senior,"['data science', 'algorithms', 'ml', 'spark', 'bigquery', 'pyspark', 'cloud', 'computer science', 'bachelor', 'statistics', 'python', 'machine learning']"
8815,"Retail Business Services, LLC",Data Science,Senior,"['numpy', 'master', 'r', 'sklearn', 'senior', 'cloud', 'debugging', 'natural language processing', 'git', 'azure', 'scala', 'pandas', 'devops', 'cloud computing', 'bachelors', 'data science', 'ml', 'data analytics', 'computer science', 'nlp', 'sql', 'python']"
8816,Deep Sentinel Corp.,Data Science,Senior,"['data science', 'bayes', 'supervised', 'ml', 'optimizing', 'cnn', 'nlp', 'bachelor', 'recommender systems', 'optimization', 'unsupervised', 'machine learning']"
8817,Verdigris Technologies,Data Science,Senior,"['numpy', 'agile', 'master', 'cloud', 'aws', 'postgresql', 'machine learning', 'javascript', 'algorithms', 'pandas', 'mysql', 'cloud computing', 'scikitlearn', 'data science', 'ml', 'docker', 'ms', 'research', 'tensorflow', 'keras', 'continuous integration', 'computer science', 'sql', 'kubernetes', 'python', 'pytorch']"
8818,DIRECTV,Data Science,Senior,"['professional', 'master', 'r', 'research', 'redshift', 'aws', 'statistics', 'python', 'optimization', 'forecasting']"
8819,Shopify,Data Science,Senior,"['data science', 'etl', 'machine learning', 'sql', 'statistics', 'python', 'segmentation', 'regression']"
8820,Connecticut Hospital Association,Data Science,Senior,"['data science', 'algorithms', 'tableau', 'sas', 'master', 'excel', 'ms', 'qlik', 'senior', 'research', 'data analytics', 'data analysis', 'sql', 'statistics', 'cognos']"
8821,Ascension,Data Science,Senior,"['master', 'r', 'research', 'phd', 'biostatistics', 'bachelor', 'sql', 'python', 'rstudio']"
8822,Espire Services,Data Science,Senior,"['algorithms', 'ml', 'master', 'r', 'random forest', 'scala', 'bayesian', 'machine learning', 'cluster', 'data modeling', 'boosting', 'nlp', 'sql', 'python', 'optimization', 'segmentation', 'regression']"
8823,FIS Global,Data Science,Senior,"['professional', 'data science', 'r', 'visualization', 'data visualization', 'aws', 'data analysis', 'sql', 'python', 'machine learning']"
8824,Confidential,Data Science,Senior,"['airflow', 'numpy', 'master', 'bayesian', 'anomaly', 'cluster', 'statistics', 'sequencing', 'machine learning', 'bayes', 'algorithms', 'spark', 'classification', 'phd', 'pandas', 'c', 'data science', 'ms', 'bioinformatics', 'dask', 'postgres', 'data analytics', 'computer science', 'data analysis', 'sql', 'kubernetes', 'python', 'regression']"
8825,Presbyterian Healthcare Services,Data Science,Senior,"['bachelors', 'sas', 'bachelor', 'data analysis', 'sql']"
8826,Espire Services,Data Science,Senior,"['algorithms', 'ml', 'master', 'r', 'random forest', 'scala', 'bayesian', 'machine learning', 'cluster', 'data modeling', 'boosting', 'nlp', 'sql', 'python', 'optimization', 'segmentation', 'regression']"
8827,Ascension,Data Science,Senior,"['master', 'r', 'research', 'phd', 'biostatistics', 'bachelor', 'sql', 'python', 'rstudio']"
8828,Zillow,Data Science,Senior,"['data science', 'tableau', 'etl', 'master', 'visualization', 'data mining', 'senior', 'data visualization', 'bachelor', 'sql', 'statistics', 'python']"
8829,Zillow,Data Science,Senior,"['clustering', 'master', 'time series', 'research', 'econometrics', 'cloud', 'machine learning', 'statistics', 'data processing', 'regression']"
8830,MetLife Legal Plans,Data Science,Senior,"['professional', 'data science', 'tableau', 'sas', 'r', 'matlab', 'perl', 'sql', 'python']"
8831,Indeed,Data Science,Senior,"['r', 'julia', 'bachelor', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'data mining', 'research', 'computer science', 'data modeling', 'data analysis', 'sql', 'python']"
8832,Zillow,Data Science,Senior,"['tableau', 'master', 'visualization', 'time series', 'undergraduate', 'computer science', 'data analysis', 'sql', 'statistics', 'python', 'optimization', 'forecasting', 'machine learning']"
8833,Giving Assistant,Data Science,Mid,"['aws', 'statistics', 'big data', 'machine learning', 'algorithms', 'clustering', 'spark', 'hadoop', 'data science', 'ml', 'data mining', 'experimental design', 'computer science', 'deep learning', 'nlp', 'sql', 'snowflake', 'python', 'regression']"
8834,Trust Science Inc.,Data Science,Senior,"['etl', 'master', 'r', 'senior', 'cloud', 'aws', 'statistics', 'big data', 'python', 'jupyter']"
8835,Confidential,Data Science,Mid,"['agile', 'r', 'senior', 'redshift', 'cloud', 'bachelor', 'aws', 'machine learning', 'spss', 'sas', 'amazon web services', 'looker', 'professional', 'tableau', 'computer science', 'sql', 'snowflake', 'optimization', 'jupyter']"
8836,Connecticut Hospital Association,Data Science,Senior,"['data science', 'algorithms', 'tableau', 'sas', 'master', 'excel', 'ms', 'qlik', 'senior', 'research', 'data analytics', 'data analysis', 'sql', 'statistics', 'cognos']"
8837,"AMI Group, LLC",Data Science,Senior,"['bachelor', 'data analytics', 'python']"
8838,DIRECTV,Data Science,Senior,"['professional', 'master', 'r', 'research', 'redshift', 'aws', 'statistics', 'python', 'optimization', 'forecasting']"
8839,Liberty Mutual Insurance,Data Science,Senior,"['bachelors', 'data science', 'tableau', 'power bi', 'excel', 'research', 'computer vision', 'nlp', 'powerpoint', 'statistics', 'python']"
8840,Indeed,Data Science,Senior,"['r', 'julia', 'full stack', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'research', 'matlab', 'visualization', 'computer science', 'data modeling', 'sql', 'python']"
8841,Intuit,Data Science,Senior,"['r', 'anomaly', 'statistics', 'unsupervised', 'machine learning', 'algorithms', 'clustering', 'linux', 'phd', 'classification', 'data science', 'supervised', 'etl', 'data mining', 'ms', 'research', 'computer science', 'hive', 'nlp', 'data analysis', 'sql', 'recommender systems', 'python', 'regression']"
8842,Verdigris Technologies,Data Science,Senior,"['numpy', 'agile', 'master', 'cloud', 'aws', 'postgresql', 'machine learning', 'javascript', 'algorithms', 'pandas', 'mysql', 'cloud computing', 'scikitlearn', 'data science', 'ml', 'docker', 'ms', 'research', 'tensorflow', 'keras', 'continuous integration', 'computer science', 'sql', 'kubernetes', 'python', 'pytorch']"
8843,Lumen,Data Science,Senior,"['agile', 'r', 'big data', 'rest', 'machine learning', 'javascript', 'object oriented programming', 'caffe', 'spark', 'azure', 'scala', 'hadoop', 'etl', 'algebra', 'java', 'data mining', 'tensorflow', 'hive', 'data analysis', 'sql', 'python']"
8844,American Family Insurance,Data Science,Senior,"['natural language processing', 'research', 'senior', 'hypothesis', 'machine learning', 'c', 'deep learning', 'big data', 'pytorch', 'forecasting', 'keras']"
8845,Innovative Precision Health,Data Science,Senior,"['bayesian', 'cloud', 'bachelor', 'aws', 'big data', 'data processing', 'machine learning', 'neural network', 'api', 'ml', 'nosql', 'research', 'data modeling', 'computer science', 'deep learning', 'sql', 'python', 'optimization', 'linux']"
8846,PCAOB,Data Science,Senior,"['r', 'correlation', 'bachelor', 'statistics', 'machine learning', 'natural language processing', 'algorithms', 'mongodb', 'azure', 'classification', 'mysql', 'data science', 'sas', 'docker', 'research', 'algorithm', 'keras', 'visualization', 'time series', 'recommendation systems', 'deep learning', 'sql', 'python', 'pytorch', 'optimization', 'regression']"
8847,Agilon Health,Data Science,Entry,"['data science', 'ml', 'python', 'master', 'ms', 'phd', 'cloud', 'machine learning', 'deep learning', 'nlp', 'aws', 'tensorflow', 'pytorch', 'keras']"
8848,Zillow,Data Science,Senior,"['tableau', 'clustering', 'master', 'excel', 'r', 'visualization', 'undergraduate', 'etl', 'data analysis', 'sql', 'statistics', 'python']"
8849,Novartis,Data Science,Senior,"['git', 'tableau', 'master', 'r', 'visualization', 'research', 'statistics', 'big data', 'python', 'optimization', 'machine learning']"
8850,Coding Dojo,Data Science,Senior,"['salesforce', 'professional', 'excel']"
8851,Whirlpool Corporation,Data Science,Senior,"['master', 'cleaning', 'aws', 'statistics', 'big data', 'machine learning', 'clustering', 'spark', 'classification', 'data science', 'ml', 'amazon web services', 'data mining', 'research', 'biostatistics', 'tableau', 'computer science', 'sql', 'python', 'regression']"
8852,Deep Sentinel Corp.,Data Science,Senior,"['data science', 'bayes', 'supervised', 'ml', 'optimizing', 'cnn', 'nlp', 'bachelor', 'recommender systems', 'optimization', 'unsupervised', 'machine learning']"
8853,Zillow,Data Science,Senior,"['clustering', 'master', 'time series', 'research', 'econometrics', 'cloud', 'machine learning', 'statistics', 'data processing', 'regression']"
8854,Innovative Precision Health,Data Science,Senior,"['bayesian', 'cloud', 'bachelor', 'aws', 'big data', 'data processing', 'machine learning', 'neural network', 'api', 'ml', 'nosql', 'research', 'data modeling', 'computer science', 'deep learning', 'sql', 'python', 'optimization', 'linux']"
8855,Confidential,Data Science,Senior,"['airflow', 'numpy', 'master', 'bayesian', 'anomaly', 'cluster', 'statistics', 'sequencing', 'machine learning', 'bayes', 'algorithms', 'spark', 'classification', 'phd', 'pandas', 'c', 'data science', 'ms', 'bioinformatics', 'dask', 'postgres', 'data analytics', 'computer science', 'data analysis', 'sql', 'kubernetes', 'python', 'regression']"
8856,Indeed,Data Science,Senior,"['r', 'julia', 'bachelor', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'data mining', 'research', 'computer science', 'data modeling', 'data analysis', 'sql', 'python']"
8857,Verdigris Technologies,Data Science,Senior,"['numpy', 'agile', 'master', 'cloud', 'aws', 'postgresql', 'machine learning', 'javascript', 'algorithms', 'pandas', 'mysql', 'cloud computing', 'scikitlearn', 'data science', 'ml', 'docker', 'ms', 'research', 'tensorflow', 'keras', 'continuous integration', 'computer science', 'sql', 'kubernetes', 'python', 'pytorch']"
8858,Deep Sentinel Corp.,Data Science,Senior,"['data science', 'bayes', 'supervised', 'ml', 'optimizing', 'cnn', 'nlp', 'bachelor', 'recommender systems', 'optimization', 'unsupervised', 'machine learning']"
8859,Liberty Mutual Insurance,Data Science,Senior,"['bachelors', 'data science', 'tableau', 'power bi', 'excel', 'research', 'computer vision', 'nlp', 'powerpoint', 'statistics', 'python']"
8860,Trust Science Inc.,Data Science,Senior,"['etl', 'master', 'r', 'senior', 'cloud', 'aws', 'statistics', 'big data', 'python', 'jupyter']"
8861,Connecticut Hospital Association,Data Science,Senior,"['data science', 'algorithms', 'tableau', 'sas', 'master', 'excel', 'ms', 'qlik', 'senior', 'research', 'data analytics', 'data analysis', 'sql', 'statistics', 'cognos']"
8862,"AMI Group, LLC",Data Science,Senior,"['bachelor', 'data analytics', 'python']"
8863,PCAOB,Data Science,Senior,"['r', 'correlation', 'bachelor', 'statistics', 'machine learning', 'natural language processing', 'algorithms', 'mongodb', 'azure', 'classification', 'mysql', 'data science', 'sas', 'docker', 'research', 'algorithm', 'keras', 'visualization', 'time series', 'recommendation systems', 'deep learning', 'sql', 'python', 'pytorch', 'optimization', 'regression']"
8864,American Family Insurance,Data Science,Senior,"['natural language processing', 'research', 'senior', 'hypothesis', 'machine learning', 'c', 'deep learning', 'big data', 'pytorch', 'forecasting', 'keras']"
8865,Agilon Health,Data Science,Entry,"['data science', 'ml', 'python', 'master', 'ms', 'phd', 'cloud', 'machine learning', 'deep learning', 'nlp', 'aws', 'tensorflow', 'pytorch', 'keras']"
8866,Zillow,Data Science,Senior,"['data science', 'tableau', 'etl', 'master', 'visualization', 'data mining', 'senior', 'data visualization', 'bachelor', 'sql', 'statistics', 'python']"
8867,Lumen,Data Science,Senior,"['agile', 'r', 'big data', 'rest', 'machine learning', 'javascript', 'object oriented programming', 'caffe', 'spark', 'azure', 'scala', 'hadoop', 'etl', 'algebra', 'java', 'data mining', 'tensorflow', 'hive', 'data analysis', 'sql', 'python']"
8868,Zillow,Data Science,Senior,"['tableau', 'master', 'visualization', 'time series', 'undergraduate', 'computer science', 'data analysis', 'sql', 'statistics', 'python', 'optimization', 'forecasting', 'machine learning']"
8869,Coding Dojo,Data Science,Senior,"['salesforce', 'professional', 'excel']"
8870,Ascension,Data Science,Senior,"['master', 'r', 'research', 'phd', 'biostatistics', 'bachelor', 'sql', 'python', 'rstudio']"
8871,Confidential,Data Science,Mid,"['agile', 'r', 'senior', 'redshift', 'cloud', 'bachelor', 'aws', 'machine learning', 'spss', 'sas', 'amazon web services', 'looker', 'professional', 'tableau', 'computer science', 'sql', 'snowflake', 'optimization', 'jupyter']"
8872,Espire Services,Data Science,Senior,"['algorithms', 'ml', 'master', 'r', 'random forest', 'scala', 'bayesian', 'machine learning', 'cluster', 'data modeling', 'boosting', 'nlp', 'sql', 'python', 'optimization', 'segmentation', 'regression']"
8873,MetLife Legal Plans,Data Science,Senior,"['professional', 'data science', 'tableau', 'sas', 'r', 'matlab', 'perl', 'sql', 'python']"
8874,FIS Global,Data Science,Senior,"['professional', 'data science', 'r', 'visualization', 'data visualization', 'aws', 'data analysis', 'sql', 'python', 'machine learning']"
8875,Keurig Dr Pepper,Data Science,Senior,"['professional', 'exploratory', 'data science', 'algorithms', 'clustering', 'r', 'classification', 'bachelor', 'python', 'optimization', 'machine learning']"
8876,Intuit,Data Science,Senior,"['r', 'anomaly', 'statistics', 'unsupervised', 'machine learning', 'algorithms', 'clustering', 'linux', 'phd', 'classification', 'data science', 'supervised', 'etl', 'data mining', 'ms', 'research', 'computer science', 'hive', 'nlp', 'data analysis', 'sql', 'recommender systems', 'python', 'regression']"
8877,Indeed,Data Science,Senior,"['r', 'julia', 'full stack', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'research', 'matlab', 'visualization', 'computer science', 'data modeling', 'sql', 'python']"
8878,Whirlpool Corporation,Data Science,Senior,"['master', 'cleaning', 'aws', 'statistics', 'big data', 'machine learning', 'clustering', 'spark', 'classification', 'data science', 'ml', 'amazon web services', 'data mining', 'research', 'biostatistics', 'tableau', 'computer science', 'sql', 'python', 'regression']"
8879,DIRECTV,Data Science,Senior,"['professional', 'master', 'r', 'research', 'redshift', 'aws', 'statistics', 'python', 'optimization', 'forecasting']"
8880,Zillow,Data Science,Senior,"['tableau', 'clustering', 'master', 'excel', 'r', 'visualization', 'undergraduate', 'etl', 'data analysis', 'sql', 'statistics', 'python']"
8881,Novartis,Data Science,Senior,"['git', 'tableau', 'master', 'r', 'visualization', 'research', 'statistics', 'big data', 'python', 'optimization', 'machine learning']"
8882,MetLife Legal Plans,Data Science,Senior,"['professional', 'data science', 'tableau', 'sas', 'r', 'matlab', 'perl', 'sql', 'python']"
8883,PCAOB,Data Science,Senior,"['r', 'correlation', 'bachelor', 'statistics', 'machine learning', 'natural language processing', 'algorithms', 'mongodb', 'azure', 'classification', 'mysql', 'data science', 'sas', 'docker', 'research', 'algorithm', 'keras', 'visualization', 'time series', 'recommendation systems', 'deep learning', 'sql', 'python', 'pytorch', 'optimization', 'regression']"
8884,Confidential,Data Science,Senior,"['airflow', 'numpy', 'master', 'bayesian', 'anomaly', 'cluster', 'statistics', 'sequencing', 'machine learning', 'bayes', 'algorithms', 'spark', 'classification', 'phd', 'pandas', 'c', 'data science', 'ms', 'bioinformatics', 'dask', 'postgres', 'data analytics', 'computer science', 'data analysis', 'sql', 'kubernetes', 'python', 'regression']"
8885,Intuit,Data Science,Senior,"['r', 'anomaly', 'statistics', 'unsupervised', 'machine learning', 'algorithms', 'clustering', 'linux', 'phd', 'classification', 'data science', 'supervised', 'etl', 'data mining', 'ms', 'research', 'computer science', 'hive', 'nlp', 'data analysis', 'sql', 'recommender systems', 'python', 'regression']"
8886,Zillow,Data Science,Senior,"['tableau', 'master', 'visualization', 'time series', 'undergraduate', 'computer science', 'data analysis', 'sql', 'statistics', 'python', 'optimization', 'forecasting', 'machine learning']"
8887,Indeed,Data Science,Senior,"['r', 'julia', 'bachelor', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'data mining', 'research', 'computer science', 'data modeling', 'data analysis', 'sql', 'python']"
8888,Liberty Mutual Insurance,Data Science,Senior,"['bachelors', 'data science', 'tableau', 'power bi', 'excel', 'research', 'computer vision', 'nlp', 'powerpoint', 'statistics', 'python']"
8889,Innovative Precision Health,Data Science,Senior,"['bayesian', 'cloud', 'bachelor', 'aws', 'big data', 'data processing', 'machine learning', 'neural network', 'api', 'ml', 'nosql', 'research', 'data modeling', 'computer science', 'deep learning', 'sql', 'python', 'optimization', 'linux']"
8890,Verdigris Technologies,Data Science,Senior,"['numpy', 'agile', 'master', 'cloud', 'aws', 'postgresql', 'machine learning', 'javascript', 'algorithms', 'pandas', 'mysql', 'cloud computing', 'scikitlearn', 'data science', 'ml', 'docker', 'ms', 'research', 'tensorflow', 'keras', 'continuous integration', 'computer science', 'sql', 'kubernetes', 'python', 'pytorch']"
8891,American Family Insurance,Data Science,Senior,"['natural language processing', 'research', 'senior', 'hypothesis', 'machine learning', 'c', 'deep learning', 'big data', 'pytorch', 'forecasting', 'keras']"
8892,Coding Dojo,Data Science,Senior,"['salesforce', 'professional', 'excel']"
8893,DIRECTV,Data Science,Senior,"['professional', 'master', 'r', 'research', 'redshift', 'aws', 'statistics', 'python', 'optimization', 'forecasting']"
8894,Lumen,Data Science,Senior,"['agile', 'r', 'big data', 'rest', 'machine learning', 'javascript', 'object oriented programming', 'caffe', 'spark', 'azure', 'scala', 'hadoop', 'etl', 'algebra', 'java', 'data mining', 'tensorflow', 'hive', 'data analysis', 'sql', 'python']"
8895,FIS Global,Data Science,Senior,"['professional', 'data science', 'r', 'visualization', 'data visualization', 'aws', 'data analysis', 'sql', 'python', 'machine learning']"
8896,Zillow,Data Science,Senior,"['clustering', 'master', 'time series', 'research', 'econometrics', 'cloud', 'machine learning', 'statistics', 'data processing', 'regression']"
8897,Deep Sentinel Corp.,Data Science,Senior,"['data science', 'bayes', 'supervised', 'ml', 'optimizing', 'cnn', 'nlp', 'bachelor', 'recommender systems', 'optimization', 'unsupervised', 'machine learning']"
8898,Novartis,Data Science,Senior,"['git', 'tableau', 'master', 'r', 'visualization', 'research', 'statistics', 'big data', 'python', 'optimization', 'machine learning']"
8899,Ascension,Data Science,Senior,"['master', 'r', 'research', 'phd', 'biostatistics', 'bachelor', 'sql', 'python', 'rstudio']"
8900,Whirlpool Corporation,Data Science,Senior,"['master', 'cleaning', 'aws', 'statistics', 'big data', 'machine learning', 'clustering', 'spark', 'classification', 'data science', 'ml', 'amazon web services', 'data mining', 'research', 'biostatistics', 'tableau', 'computer science', 'sql', 'python', 'regression']"
8901,"AMI Group, LLC",Data Science,Senior,"['bachelor', 'data analytics', 'python']"
8902,Giving Assistant,Data Science,Mid,"['aws', 'statistics', 'big data', 'machine learning', 'algorithms', 'clustering', 'spark', 'hadoop', 'data science', 'ml', 'data mining', 'experimental design', 'computer science', 'deep learning', 'nlp', 'sql', 'snowflake', 'python', 'regression']"
8903,Zillow,Data Science,Senior,"['tableau', 'clustering', 'master', 'excel', 'r', 'visualization', 'undergraduate', 'etl', 'data analysis', 'sql', 'statistics', 'python']"
8904,Confidential,Data Science,Mid,"['agile', 'r', 'senior', 'redshift', 'cloud', 'bachelor', 'aws', 'machine learning', 'spss', 'sas', 'amazon web services', 'looker', 'professional', 'tableau', 'computer science', 'sql', 'snowflake', 'optimization', 'jupyter']"
8905,Zillow,Data Science,Senior,"['data science', 'tableau', 'etl', 'master', 'visualization', 'data mining', 'senior', 'data visualization', 'bachelor', 'sql', 'statistics', 'python']"
8906,Espire Services,Data Science,Senior,"['algorithms', 'ml', 'master', 'r', 'random forest', 'scala', 'bayesian', 'machine learning', 'cluster', 'data modeling', 'boosting', 'nlp', 'sql', 'python', 'optimization', 'segmentation', 'regression']"
8907,Trust Science Inc.,Data Science,Senior,"['etl', 'master', 'r', 'senior', 'cloud', 'aws', 'statistics', 'big data', 'python', 'jupyter']"
8908,Keurig Dr Pepper,Data Science,Senior,"['professional', 'exploratory', 'data science', 'algorithms', 'clustering', 'r', 'classification', 'bachelor', 'python', 'optimization', 'machine learning']"
8909,Connecticut Hospital Association,Data Science,Senior,"['data science', 'algorithms', 'tableau', 'sas', 'master', 'excel', 'ms', 'qlik', 'senior', 'research', 'data analytics', 'data analysis', 'sql', 'statistics', 'cognos']"
8910,Agilon Health,Data Science,Entry,"['data science', 'ml', 'python', 'master', 'ms', 'phd', 'cloud', 'machine learning', 'deep learning', 'nlp', 'aws', 'tensorflow', 'pytorch', 'keras']"
8911,Novartis,Data Science,Senior,"['git', 'tableau', 'master', 'r', 'visualization', 'research', 'statistics', 'big data', 'python', 'optimization', 'machine learning']"
8912,Innovative Precision Health,Data Science,Senior,"['bayesian', 'cloud', 'bachelor', 'aws', 'big data', 'data processing', 'machine learning', 'neural network', 'api', 'ml', 'nosql', 'research', 'data modeling', 'computer science', 'deep learning', 'sql', 'python', 'optimization', 'linux']"
8913,Liberty Mutual Insurance,Data Science,Senior,"['bachelors', 'data science', 'tableau', 'power bi', 'excel', 'research', 'computer vision', 'nlp', 'powerpoint', 'statistics', 'python']"
8914,PCAOB,Data Science,Senior,"['r', 'correlation', 'bachelor', 'statistics', 'machine learning', 'natural language processing', 'algorithms', 'mongodb', 'azure', 'classification', 'mysql', 'data science', 'sas', 'docker', 'research', 'algorithm', 'keras', 'visualization', 'time series', 'recommendation systems', 'deep learning', 'sql', 'python', 'pytorch', 'optimization', 'regression']"
8915,Espire Services,Data Science,Senior,"['algorithms', 'ml', 'master', 'r', 'random forest', 'scala', 'bayesian', 'machine learning', 'cluster', 'data modeling', 'boosting', 'nlp', 'sql', 'python', 'optimization', 'segmentation', 'regression']"
8916,Presbyterian Healthcare Services,Data Science,Senior,"['bachelors', 'sas', 'bachelor', 'data analysis', 'sql']"
8917,Zillow,Data Science,Senior,"['clustering', 'master', 'time series', 'research', 'econometrics', 'cloud', 'machine learning', 'statistics', 'data processing', 'regression']"
8918,MetLife Legal Plans,Data Science,Senior,"['professional', 'data science', 'tableau', 'sas', 'r', 'matlab', 'perl', 'sql', 'python']"
8919,Indeed,Data Science,Senior,"['r', 'julia', 'bachelor', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'data mining', 'research', 'computer science', 'data modeling', 'data analysis', 'sql', 'python']"
8920,Confidential,Data Science,Mid,"['agile', 'r', 'senior', 'redshift', 'cloud', 'bachelor', 'aws', 'machine learning', 'spss', 'sas', 'amazon web services', 'looker', 'professional', 'tableau', 'computer science', 'sql', 'snowflake', 'optimization', 'jupyter']"
8921,DIRECTV,Data Science,Senior,"['professional', 'master', 'r', 'research', 'redshift', 'aws', 'statistics', 'python', 'optimization', 'forecasting']"
8922,Verdigris Technologies,Data Science,Senior,"['numpy', 'agile', 'master', 'cloud', 'aws', 'postgresql', 'machine learning', 'javascript', 'algorithms', 'pandas', 'mysql', 'cloud computing', 'scikitlearn', 'data science', 'ml', 'docker', 'ms', 'research', 'tensorflow', 'keras', 'continuous integration', 'computer science', 'sql', 'kubernetes', 'python', 'pytorch']"
